legacy_url,target_url,target_day_url,target_anchor,day_entry_count,uses_anchor,entry_id,entry_title,entry_created_on
/archives/2002/08/open_for_busine.php,/archive/by_date/2002/08/18,/archive/by_date/2002/08/18,open_for_busine,1,0,737,"Open for business (who's??? None of yours)","2002-08-18 14:40:01"
/archives/2002/08/problems_soluti.php,/archive/by_date/2002/08/20,/archive/by_date/2002/08/20,problems_soluti,1,0,736,"Problems... Solutions...","2002-08-20 14:52:36"
/archives/2002/08/beat_generation.php,/archive/by_date/2002/08/21,/archive/by_date/2002/08/21,beat_generation,1,0,735,"Beat Generation Mad Trick","2002-08-21 11:08:38"
/archives/2002/08/peg_city_holla.php,/archive/by_date/2002/08/31,/archive/by_date/2002/08/31,peg_city_holla,1,0,734,"Peg City Holla","2002-08-31 14:17:25"
/archives/2002/09/fall_is_coming.php,/archive/by_date/2002/09/04,/archive/by_date/2002/09/04,fall_is_coming,1,0,733,"Fall is coming.  Fall is the Sunday of the seasons.","2002-09-04 20:40:39"
/archives/2002/09/andre_obey_gian.php,/archive/by_date/2002/09/06,/archive/by_date/2002/09/06,andre_obey_gian,1,0,732,Andre!,"2002-09-06 10:53:58"
/archives/2002/09/beard_monocle_a.php,/archive/by_date/2002/09/09,/archive/by_date/2002/09/09,beard_monocle_a,1,0,731,"Beard, Monocle and Cane","2002-09-09 10:53:47"
/archives/2002/09/whos_brother_i.php,/archive/by_date/2002/09/11,/archive/by_date/2002/09/11,whos_brother_i,1,0,730,"Who's Brother?","2002-09-11 10:42:15"
/archives/2002/09/funky_lucid_dre.php,/archive/by_date/2002/09/16,/archive/by_date/2002/09/16,funky_lucid_dre,1,0,729,"Funky Lucid Dreams","2002-09-16 09:23:40"
/archives/2002/09/grandma_j.php,/archive/by_date/2002/09/18,/archive/by_date/2002/09/18,grandma_j,1,0,728,"Grandma J","2002-09-18 09:57:18"
/archives/2002/09/a_very_strong_o.php,/archive/by_date/2002/09/19,/archive/by_date/2002/09/19,a_very_strong_o,1,0,727,"A very strong or irresistible impulse to travel","2002-09-19 10:04:56"
/archives/2002/09/tomatoe_soup_po.php,/archive/by_date/2002/09/25,/archive/by_date/2002/09/25,tomatoe_soup_po,1,0,726,"Tomatoe Soup & Pop Sensibility","2002-09-25 13:05:28"
/archives/2002/09/like_bubble_gum.php,/archive/by_date/2002/09/27,/archive/by_date/2002/09/27,like_bubble_gum,1,0,725,"Like Bubble Gum On A Celebrities Shoe","2002-09-27 16:23:56"
/archives/2002/09/september_skies.php,/archive/by_date/2002/09/28,/archive/by_date/2002/09/28,september_skies,1,0,724,"September Skies","2002-09-28 15:03:54"
/archives/2002/09/ive_been_preten.php,/archive/by_date/2002/09/30,/archive/by_date/2002/09/30,ive_been_preten,1,0,723,"I've Been Pretending For So Long That I've Almost Forgotten","2002-09-30 12:52:42"
/archives/2002/10/soul_doubt_so_t.php,/archive/by_date/2002/10/04,/archive/by_date/2002/10/04,soul_doubt_so_t,1,0,722,"Soul Doubt","2002-10-04 23:45:56"
/archives/2002/10/whos_left_whos.php,/archive/by_date/2002/10/05,/archive/by_date/2002/10/05,whos_left_whos,1,0,721,"Who's Left? Who's Leaving?","2002-10-05 12:25:25"
/archives/2002/10/working_title.php,/archive/by_date/2002/10/09,/archive/by_date/2002/10/09,working_title,1,0,720,"Working Title","2002-10-09 12:47:27"
/archives/2002/10/do_you_realize.php,/archive/by_date/2002/10/10,/archive/by_date/2002/10/10,do_you_realize,1,0,719,"Do You Realize?","2002-10-10 12:53:16"
/archives/2002/10/hermits_shaw_fi.php,/archive/by_date/2002/10/12,/archive/by_date/2002/10/12,hermits_shaw_fi,1,0,718,Hermits,"2002-10-12 18:26:23"
/archives/2002/10/an_implied_conc.php,/archive/by_date/2002/10/14,/archive/by_date/2002/10/14,an_implied_conc,1,0,717,"An Implied Conclusion","2002-10-14 12:48:23"
/archives/2002/10/weakened_by_the.php,/archive/by_date/2002/10/15,/archive/by_date/2002/10/15,weakened_by_the,1,0,716,"Weakened By The Weekend","2002-10-15 16:39:30"
/archives/2002/10/forget_me_nots.php,/archive/by_date/2002/10/16,/archive/by_date/2002/10/16,forget_me_nots,1,0,715,"Forget Me Nots","2002-10-16 20:48:09"
/archives/2002/10/hop_along_have.php,/archive/by_date/2002/10/18,/archive/by_date/2002/10/18,hop_along_have,1,0,714,"Hop Along","2002-10-18 21:43:33"
/archives/2002/10/the_police_are.php,/archive/by_date/2002/10/22,/archive/by_date/2002/10/22,the_police_are,1,0,713,"The Police Are My Friends","2002-10-22 20:21:07"
/archives/2002/10/halloween_count.php,/archive/by_date/2002/10/29,/archive/by_date/2002/10/29,halloween_count,1,0,712,"Halloween Countdown","2002-10-29 16:36:48"
/archives/2002/11/post_halloween.php,/archive/by_date/2002/11/03,/archive/by_date/2002/11/03,post_halloween,1,0,711,"Post Halloween Party Wrap-up","2002-11-03 14:37:48"
/archives/2002/11/hal_is_ibm_1.php,/archive/by_date/2002/11/08,/archive/by_date/2002/11/08,hal_is_ibm_1,1,0,710,"HAL is IBM + 1","2002-11-08 18:23:08"
/archives/2002/11/cf_mode.php,/archive/by_date/2002/11/13,/archive/by_date/2002/11/13,cf_mode,1,0,709,"C.F. Mode","2002-11-13 23:12:12"
/archives/2002/11/write_right.php,/archive/by_date/2002/11/15,/archive/by_date/2002/11/15,write_right,1,0,708,"Write... Right?","2002-11-15 01:15:24"
/archives/2002/11/winter_brings_d.php,/archive/by_date/2002/11/21,/archive/by_date/2002/11/21,winter_brings_d,1,0,707,"Winter Brings Darkness","2002-11-21 22:30:07"
/archives/2002/11/green_wednesday.php,/archive/by_date/2002/11/27,/archive/by_date/2002/11/27,green_wednesday,1,0,706,"Green Wednesday","2002-11-27 09:30:45"
/archives/2002/12/label_this.php,/archive/by_date/2002/12/01,/archive/by_date/2002/12/01,label_this,1,0,705,"Label This","2002-12-01 10:39:24"
/archives/2002/12/change_changes.php,/archive/by_date/2002/12/02,/archive/by_date/2002/12/02,change_changes,1,0,704,"Change changes","2002-12-02 23:34:35"
/archives/2002/12/its_all_connect.php,/archive/by_date/2002/12/03,/archive/by_date/2002/12/03,its_all_connect,1,0,703,"It's All Connected!","2002-12-03 15:01:35"
/archives/2002/12/cache_css_and_o.php,/archive/by_date/2002/12/07,/archive/by_date/2002/12/07,cache_css_and_o,1,0,702,"Cache, CSS and other geeky woes","2002-12-07 14:29:59"
/archives/2002/12/wooden_matches.php,/archive/by_date/2002/12/12,/archive/by_date/2002/12/12,wooden_matches,1,0,701,"Wooden Matches","2002-12-12 18:02:27"
/archives/2002/12/freestyle_rant.php,/archive/by_date/2002/12/14,/archive/by_date/2002/12/14,freestyle_rant,1,0,700,"Freestyle Rant","2002-12-14 01:05:32"
/archives/2002/12/stickers_and_ca.php,/archive/by_date/2002/12/17,/archive/by_date/2002/12/17,stickers_and_ca,1,0,699,"Stickers and Cams","2002-12-17 00:19:11"
/archives/2002/12/babylon.php,/archive/by_date/2002/12/18,/archive/by_date/2002/12/18,babylon,1,0,698,Babylon,"2002-12-18 14:00:22"
/archives/2002/12/lazy_eye.php,/archive/by_date/2002/12/19,/archive/by_date/2002/12/19,lazy_eye,1,0,697,"Lazy Eye","2002-12-19 23:56:38"
/archives/2002/12/two_knight.php,/archive/by_date/2002/12/21,/archive/by_date/2002/12/21,two_knight,1,0,696,"Two Knight","2002-12-21 12:01:05"
/archives/2002/12/silly_me.php,/archive/by_date/2002/12/22,/archive/by_date/2002/12/22,silly_me,1,0,695,"Silly Me","2002-12-22 16:48:57"
/archives/2002/12/holidaze.php,/archive/by_date/2002/12/27,/archive/by_date/2002/12/27,holidaze,1,0,694,Holidaze,"2002-12-27 16:56:03"
/archives/2002/12/morning.php,/archive/by_date/2002/12/30,/archive/by_date/2002/12/30,morning,1,0,693,Morning,"2002-12-30 09:05:18"
/archives/2003/01/zone_woes_from.php,/archive/by_date/2003/01/02#zone_woes_from,/archive/by_date/2003/01/02,zone_woes_from,2,1,692,"Zone Woes","2003-01-02 15:04:35"
/archives/2003/01/1825_today_is_a.php,/archive/by_date/2003/01/02#1825_today_is_a,/archive/by_date/2003/01/02,1825_today_is_a,2,1,691,1825,"2003-01-02 17:25:18"
/archives/2003/01/real_axe.php,/archive/by_date/2003/01/05,/archive/by_date/2003/01/05,real_axe,1,0,690,"Real Axe","2003-01-05 23:19:25"
/archives/2003/01/digital_muse.php,/archive/by_date/2003/01/07,/archive/by_date/2003/01/07,digital_muse,1,0,689,"Digital Muse","2003-01-07 09:54:04"
/archives/2003/01/one_great_city.php,/archive/by_date/2003/01/09,/archive/by_date/2003/01/09,one_great_city,1,0,688,"One Great City","2003-01-09 18:30:32"
/archives/2003/01/fly_paper.php,/archive/by_date/2003/01/12,/archive/by_date/2003/01/12,fly_paper,1,0,687,"Fly Paper","2003-01-12 17:44:46"
/archives/2003/01/puppeteer.php,/archive/by_date/2003/01/14,/archive/by_date/2003/01/14,puppeteer,1,0,686,Puppeteer,"2003-01-14 18:51:52"
/archives/2003/01/who.php,/archive/by_date/2003/01/15,/archive/by_date/2003/01/15,who,1,0,685,Who?,"2003-01-15 21:32:47"
/archives/2003/01/crown_of_what.php,/archive/by_date/2003/01/20,/archive/by_date/2003/01/20,crown_of_what,1,0,684,"Crown of what?","2003-01-20 23:49:20"
/archives/2003/01/on_the_disturbi.php,/archive/by_date/2003/01/21,/archive/by_date/2003/01/21,on_the_disturbi,1,0,683,"On the disturbing side of beautiful","2003-01-21 13:04:07"
/archives/2003/01/apathy.php,/archive/by_date/2003/01/23,/archive/by_date/2003/01/23,apathy,1,0,682,Apathy,"2003-01-23 23:59:41"
/archives/2003/01/time_1.php,/archive/by_date/2003/01/26,/archive/by_date/2003/01/26,time_1,1,0,681,Time,"2003-01-26 19:15:10"
/archives/2003/01/weather.php,/archive/by_date/2003/01/27,/archive/by_date/2003/01/27,weather,1,0,680,Weather,"2003-01-27 09:49:25"
/archives/2003/01/wrong_address.php,/archive/by_date/2003/01/28,/archive/by_date/2003/01/28,wrong_address,1,0,679,"Wrong Address","2003-01-28 22:31:26"
/archives/2003/01/more_on_the_sua.php,/archive/by_date/2003/01/29,/archive/by_date/2003/01/29,more_on_the_sua,1,0,678,"More on the SUA","2003-01-29 14:03:03"
/archives/2003/01/got_no_time_for.php,/archive/by_date/2003/01/30,/archive/by_date/2003/01/30,got_no_time_for,1,0,677,"Got No Time For Sweet 909","2003-01-30 23:36:58"
/archives/2003/02/stomach_trouble.php,/archive/by_date/2003/02/03,/archive/by_date/2003/02/03,stomach_trouble,1,0,676,"Stomach Troubles","2003-02-03 12:33:28"
/archives/2003/02/mashed_potatoes.php,/archive/by_date/2003/02/05,/archive/by_date/2003/02/05,mashed_potatoes,1,0,675,"Mashed Potatoes","2003-02-05 00:02:15"
/archives/2003/02/the_same_but_di.php,/archive/by_date/2003/02/06,/archive/by_date/2003/02/06,the_same_but_di,1,0,674,"The Same But Different","2003-02-06 16:59:20"
/archives/2003/02/if_you_hear_the.php,/archive/by_date/2003/02/07,/archive/by_date/2003/02/07,if_you_hear_the,1,0,673,"If you hear them from your brother, better clear them with your mother...","2003-02-07 16:43:03"
/archives/2003/02/stats_that_piss.php,/archive/by_date/2003/02/08,/archive/by_date/2003/02/08,stats_that_piss,1,0,672,"Stats that piss me off","2003-02-08 09:38:20"
/archives/2003/02/rain_drops_on_r.php,/archive/by_date/2003/02/12,/archive/by_date/2003/02/12,rain_drops_on_r,1,0,671,"Rain drops on roses","2003-02-12 00:00:30"
/archives/2003/02/slipperly_feet.php,/archive/by_date/2003/02/13,/archive/by_date/2003/02/13,slipperly_feet,1,0,670,"Slipperly Feet","2003-02-13 14:00:34"
/archives/2003/02/hello_my_name_i.php,/archive/by_date/2003/02/14,/archive/by_date/2003/02/14,hello_my_name_i,1,0,669,"Hello, my name is...","2003-02-14 10:30:31"
/archives/2003/02/a_new_home.php,/archive/by_date/2003/02/17#a_new_home,/archive/by_date/2003/02/17,a_new_home,2,1,668,"A New Home","2003-02-17 09:35:03"
/archives/2003/02/balanced.php,/archive/by_date/2003/02/17#balanced,/archive/by_date/2003/02/17,balanced,2,1,667,Balanced,"2003-02-17 23:55:21"
/archives/2003/02/to_be.php,/archive/by_date/2003/02/21,/archive/by_date/2003/02/21,to_be,1,0,666,"To be?","2003-02-21 00:09:24"
/archives/2003/02/than_who.php,/archive/by_date/2003/02/24,/archive/by_date/2003/02/24,than_who,1,0,665,"Than Who?","2003-02-24 22:16:17"
/archives/2003/02/stick_it_to_the.php,/archive/by_date/2003/02/25,/archive/by_date/2003/02/25,stick_it_to_the,1,0,664,"Stick it to the man","2003-02-25 17:06:54"
/archives/2003/02/a_beautiful_day.php,/archive/by_date/2003/02/27,/archive/by_date/2003/02/27,a_beautiful_day,1,0,663,"A Beautiful Day In The Neighborhood?","2003-02-27 20:30:45"
/archives/2003/03/see_what_i_see.php,/archive/by_date/2003/03/02,/archive/by_date/2003/03/02,see_what_i_see,1,0,662,"See what I see","2003-03-02 12:12:36"
/archives/2003/03/if_clouds_were.php,/archive/by_date/2003/03/06,/archive/by_date/2003/03/06,if_clouds_were,1,0,661,"If clouds were guitar strings and the raindrops were chords","2003-03-06 13:21:11"
/archives/2003/03/win_without.php,/archive/by_date/2003/03/11,/archive/by_date/2003/03/11,win_without,1,0,660,"Win Without","2003-03-11 22:57:08"
/archives/2003/03/blowing_in_the.php,/archive/by_date/2003/03/12,/archive/by_date/2003/03/12,blowing_in_the,1,0,659,"Blowing In The Wind","2003-03-12 23:45:42"
/archives/2003/03/living_the_drea.php,/archive/by_date/2003/03/16,/archive/by_date/2003/03/16,living_the_drea,1,0,658,"Living the dream","2003-03-16 23:30:02"
/archives/2003/03/birds_still_sin.php,/archive/by_date/2003/03/19,/archive/by_date/2003/03/19,birds_still_sin,1,0,657,"Birds Still Sing","2003-03-19 23:21:14"
/archives/2003/03/the_horses_mout.php,/archive/by_date/2003/03/21,/archive/by_date/2003/03/21,the_horses_mout,1,0,656,"The Horses Mouth","2003-03-21 10:27:46"
/archives/2003/03/happiness_revis.php,/archive/by_date/2003/03/23,/archive/by_date/2003/03/23,happiness_revis,1,0,655,"Happiness... revisited","2003-03-23 23:30:43"
/archives/2003/03/thoughts.php,/archive/by_date/2003/03/26#thoughts,/archive/by_date/2003/03/26,thoughts,2,1,654,Thoughts,"2003-03-26 15:34:39"
/archives/2003/03/mic_in_track.php,/archive/by_date/2003/03/26#mic_in_track,/archive/by_date/2003/03/26,mic_in_track,2,1,653,"Mic In Track","2003-03-26 23:31:59"
/archives/2003/03/bowling_for_eur.php,/archive/by_date/2003/03/28,/archive/by_date/2003/03/28,bowling_for_eur,1,0,652,"Bowling for Euros","2003-03-28 14:36:36"
/archives/2003/03/peace_nbspnbspw.php,/archive/by_date/2003/03/31,/archive/by_date/2003/03/31,peace_nbspnbspw,1,0,651,"--)--P-e-a-c-e-- (with) --S-w-o-r-d-s--)--","2003-03-31 22:39:30"
/archives/2003/04/war_everyone_wa.php,/archive/by_date/2003/04/02,/archive/by_date/2003/04/02,war_everyone_wa,1,0,650,"War: Everyone Wants It (Except Smart People and the U.N.)","2003-04-02 11:30:50"
/archives/2003/04/think_of_the_ch.php,/archive/by_date/2003/04/04,/archive/by_date/2003/04/04,think_of_the_ch,1,0,649,"Think of the children","2003-04-04 15:50:35"
/archives/2003/04/democrazy.php,/archive/by_date/2003/04/06,/archive/by_date/2003/04/06,democrazy,1,0,648,Demo-crazy,"2003-04-06 04:30:58"
